JSF P/N,MFR P/N,NOMENCLATURE,SMR,EEL,TURN-IN,SERIALZED
2VSH42164-0001,2VSH42164-0001,"RIB #3, FLAPERON, L",XBOZZN,NO,NO,NO
2VSH42165-0001,2VSH42165-0001,"CLIP, DRIVE RIB, FL",XBOZZN,NO,NO,NO
2VSH42173-0001,2VSH42173-0001,"FAIRING SUPPORT, FL",XBOZZN,NO,NO,NO
2VSH42173-0002,2VSH42173-0002,"FAIRING SUPP0RT,FLA",XBOZZN,NO,NO,NO
2VSH42173-0003,2VSH42173-0003,FAIRING SUPPORT,XBOZZN,NO,NO,NO
2VSH42181-0001,2VSH42181-0001,"WEAR CLIP, LOWER, F",PAOZZN,NO,NO,NO
2VSH42182-0001,2VSH42182-0001,"WEAR CLIP, UPPER, F",PAOZZN,NO,NO,NO
2VSH42187-0001,2VSH42187-0001,FILLER,XBOZZN,NO,NO,NO
2VSH42187-0002,2VSH42187-0002,FILLER,XBOZZN,NO,NO,NO
2VSH42188-0001,2VSH42188-0001,FILLER,XBOZZN,NO,NO,NO
2VSH42188-0002,2VSH42188-0002,FILLER,XBOZZN,NO,NO,NO
2VSH42189-0001,2VSH42189-0001,FILLER,XBOZZN,NO,NO,NO
2VSH42189-0002,2VSH42189-0002,FILLER,XBOZZN,NO,NO,NO
2VSH42190-0005,2VSH42190-0005,"FLAPERON, COATED, F",XBOZZN,YES,NO,YES
2VSH42190-0006,2VSH42190-0006,MP3 FLAPERON FTI LH,XBOZZN,YES,NO,YES
2VSH42190-0007,2VSH42190-0007,"FLAPERON, COATED, L",PAOZZN,YES,NO,YES
2VSH42190-0009,2VSH42190-0009,COATED FLAPERON,PAOZZN,YES,NO,YES
2VSH42190-0010,2VSH42190-0010,COATED FLAPERON,PAOZZN,YES,NO,YES
2VSH42190-0011,2VSH42190-0011,COATED FLAPERON,PAOODT,YES,YES,YES
2VSH42190-0012,2VSH42190-0012,COATED FLAPERON,PAOODT,YES,YES,YES
2VSH42190-9001,2VSH42190-9001,COATED FLAPERON,PAOZZN,YES,NO,YES
2VSH42190PNR0001,2VSH42190PNR0001,"LABEL,PNR",KFOZZN,NO,NO,NO
2VSH42190PNR0002,2VSH42190PNR0002,"LABEL,PNR",PHOZAN,NO,NO,NO
2VSH42190PNR0011,2VSH42190PNR0011,"LABEL,PNR,LMA-PN008",PHOZAN,NO,NO,NO
2VSH42190PNR9001,2VSH42190PNR9001,"LABEL,PNR,LMA-PN008",KFOZZN,NO,NO,NO
2VSH42191-0001,2VSH42191-0001,BLOCKER,XBOZZN,NO,NO,NO
2VSH42192-0001,2VSH42192-0001,BLOCKER,XBOZZN,NO,NO,NO
2VSH42210-0007,2VSH42210-0007,"MECHANICAL ASSY, FT",PAOODT,NO,YES,YES
2VSH42210-0008,2VSH42210-0008,"MECHANICAL ASSY, FT",PAOODT,NO,YES,NO
2VSH42210-0011,2VSH42210-0011,"MECHANICAL ASSY, FT",PAOODT,NO,YES,YES
2VSH42210-0012,2VSH42210-0012,"MECHANICAL ASSY, FT",PAOODT,NO,YES,YES
2VSH42210-0013,2VSH42210-0013,MECHANICAL ASSY,PAOODT,NO,YES,NO
2VSH42210-0015,2VSH42210-0015,MECHANICAL ASSY,PAODDT,NO,YES,NO
2VSH42230-0001,2VSH42230-0001,"ASSEMBLY, BOND, FLA",XBOZZN,NO,NO,NO
2VSH42230-0002,2VSH42230-0002,"ASSY, BOND, FTI - F",XBOZZN,NO,NO,NO
2VSH42230-0003,2VSH42230-0003,"BOND ASSY-FLAPERON,",XBOZZN,NO,NO,NO
2VSH42230-0004,2VSH42230-0004,BOND ASSEMBLY,XBOZZN,NO,NO,NO
2VSH42230-0006,2VSH42230-0006,BOND ASSY,PAOODT,NO,YES,NO
2VSH42233-0001,2VSH42233-0001,"SKIN,LOWER,OUTER-FL",XBOZZN,NO,NO,NO
2VSH42233-0003,2VSH42233-0003,"SKIN,LOWER,OUTER,LA",XBOZZN,NO,NO,NO
2VSH42234-0001,2VSH42234-0001,"SKIN,UPPER,OUTER-FL",XBOZZN,NO,NO,NO
2VSH42234-0003,2VSH42234-0003,"SKIN,UPPER,OUTER,LA",XBOZZN,NO,NO,NO
2VSH42234-0007,2VSH42234-0007,"SKIN FTI, UPPER - F",XBOZZN,NO,NO,NO
2VSH42241-0002,2VSH42241-0002,SPAR - FORWARD FLAP,XBOZZN,NO,NO,NO
2VSH42241-0004,2VSH42241-0004,SPAR,XBOZZN,NO,NO,NO
2VSH42250-0003,2VSH42250-0003,"ASSY, CORE, BOND, F",XBOZZN,NO,NO,NO
2VSH42250-0004,2VSH42250-0004,"ASSEMBLY FTI, CORE,",XBOZZN,NO,NO,NO
2VSH42260-0001,2VSH42260-0001,"ASSY,STRUCT BOX,FLA",PAODDT,NO,YES,NO
2VSH42260-0003,2VSH42260-0003,BOX ASSY,PAODDT,NO,YES,NO
2VSH42261-0001,2VSH42261-0001,"SPAR, REAR - FLAPER",XBOZZN,NO,NO,NO
2VSH42262-0001,2VSH42262-0001,"RIB #1, FLAPERON, R",XBOZZN,NO,NO,NO
2VSH42263-0001,2VSH42263-0001,"RIB #2, FLAPERON, R",XBOZZN,NO,NO,NO
2VSH42264-0001,2VSH42264-0001,"RIB #3, FLAPERON, R",XBOZZN,NO,NO,NO
2VSH42273-0001,2VSH42273-0001,"FAIRING SUPPORT, FL",XBOZZN,NO,NO,NO
2VSH42273-0002,2VSH42273-0002,"FAIRING SUPPORT,FLA",XBOZZN,NO,NO,NO
2VSH42273-0003,2VSH42273-0003,FAIRING SUPPORT,XBOZZN,NO,NO,NO
2VSH42290-0005,2VSH42290-0005,"FLAPERON, COATED, F",XBOZZN,YES,NO,YES
2VSH42290-0006,2VSH42290-0006,MP3 FLAPERON FTI RH,XBOZZN,YES,NO,YES
2VSH42290-0007,2VSH42290-0007,"FLAPERON, COATED, R",PAOZZN,YES,NO,YES
2VSH42290-0008,2VSH42290-0008,"FLAPERON,COATED,R",PAOZZN,YES,NO,YES
2VSH42290-0009,2VSH42290-0009,FLAPERON,PAOZZN,YES,NO,YES
2VSH42290-0010,2VSH42290-0010,COATED FLAPERON,PAOODT,YES,YES,YES
2VSH42290-0012,2VSH42290-0012,COATED FLAPERON,PAOODT,YES,YES,YES
2VSH42290T0009,2VSH42290T0009,FLAPERON,PROZAN,YES,NO,YES
2VSH42301-0003,2VSH42301-0003,"SEAL,UPR #1A,FLAP,L",PAOZZN,NO,NO,YES
2VSH42301-0005,2VSH42301-0005,"SEAL,UPR #1A,FLAP,L",XBOZZN,NO,NO,NO
2VSH42302-0001,2VSH42302-0001,"SEAL,UPR #2,FLAP,LH",PAOZZN,NO,NO,NO
2VSH42303-0001,2VSH42303-0001,"SEAL,UPR #3 FLAP,LH",PAOZZN,NO,NO,NO
2VSH42303-0002,2VSH42303-0002,SEAL UPPER #3 LAYUP,PAOZZN,NO,NO,NO
2VSH42303-0003,2VSH42303-0003,"SEAL,UPR #3 FLAP,LH",PAOZZN,NO,NO,YES
2VSH42303-0004,2VSH42303-0004,"SEAL,UPR #3 FLAP,LH",PAOZZN,NO,NO,NO
2VSH42304-0001,2VSH42304-0001,"SEAL,LWR #1,FLP,LH",PAOZZN,NO,NO,NO
2VSH42304-0003,2VSH42304-0003,"SEAL,LWR #1,FLP,LH",PAODDT,NO,YES,NO
2VSH42305-0003,2VSH42305-0003,"SEAL,LWR#2,FLAP,LH",PAOZZN,NO,NO,NO
2VSH42305-0004,2VSH42305-0004,SEAL LOWER #2 LAYUP,PAOZZN,NO,NO,NO
2VSH42305-0005,2VSH42305-0005,"SEAL,LWR#2,FLAP,LH",PAOZZN,NO,NO,NO
2VSH42305-0006,2VSH42305-0006,"SEAL,LWR#2,FLAP,LH",PAOZZN,NO,NO,YES
2VSH42305-0007,2VSH42305-0007,SEAL LAYUP,PAOZZN,NO,NO,NO
2VSH42307-0003,2VSH42307-0003,"SEAL,UPR #1B,FLAP,L",PAOOZN,YES,YES,YES
2VSH42308-0001,2VSH42190-0008,"SEAL,UPR #1C,FLAP,L",PAOZZN,NO,NO,NO
2VSH42308-0001,2VSH42308-0001,"SEAL,UPR #1C,FLAP,L",PAOZZN,NO,NO,NO
2VSH42309-0001,2VSH42309-0001,SEAL,PAOZZN,NO,NO,NO
2VSH42310-0001,2VSH42310-0001,SEAL,PAOZZN,NO,NO,NO
2VSH42311-0003,2VSH42311-0003,"MP3 SEAL,UPR #1A",PROZZN,YES,NO,YES
2VSH42311-0004,2VSH42311-0004,"MP3 SEAL,UPR #1A",PAOZZN,YES,NO,YES
2VSH42311AF006,2VSH42311AF006,"MP3 SEAL,UPR #1A",PROOON,YES,YES,YES
2VSH42311AF009,2VSH42311AF009,"MP3 SEAL,UPR #1A",PROOZN,YES,YES,YES
2VSH42311AF011,2VSH42311AF011,"MP3 SEAL,UPR #1A",PROOZN,YES,YES,YES
2VSH42312-0002,2VSH42312-0002,"SEAL, COATING,UPPER",PAOZZN,YES,NO,YES
2VSH42312-0003,2VSH42312-0003,"SEAL, UPR #2, COATE",PAOZZN,YES,NO,YES
2VSH42312AF006,2VSH42312AF006,"SEAL, UPR #2, COATE",PROOON,YES,YES,YES
2VSH42312AF009,2VSH42312AF009,"SEAL, UPR #2, COATE",PROOZN,YES,YES,YES
2VSH42312AF010,2VSH42312AF010,"SEAL, UPR #2, COATE",PROZZN,YES,NO,YES
2VSH42312AF011,2VSH42312AF011,"SEAL, UPR #2, COATE",PROOZN,YES,YES,YES
2VSH42313-0002,2VSH42313-0002,"SEAL, COATING,UPPER",PAOZZN,YES,NO,YES
2VSH42313-0003,2VSH42313-0003,"SEAL, COATING,UPPER",PAOZZN,YES,NO,YES
2VSH42313-0004,2VSH42313-0004,"SEAL, UPR #3, COATE",PROZZN,YES,NO,YES
2VSH42313-0005,2VSH42313-0005,"COATED SEAL,UPPR #3",PAOZZN,YES,NO,YES
2VSH42313AF006,2VSH42313AF006,"SEAL, UPR #3, COATE",PROOON,YES,YES,YES
2VSH42313AF009,2VSH42313AF009,"SEAL, UPR #3, COATE",PROOZN,YES,YES,YES
2VSH42313AF010,2VSH42313AF010,"SEAL, UPR #3, COATE",PROZZN,YES,NO,YES
2VSH42313AF011,2VSH42313AF011,"SEAL, UPR #3, COATE",PROOON,YES,YES,YES
2VSH42314-0002,2VSH42314-0002,"SEAL, COATING, LWR",PAOZZN,YES,NO,YES
2VSH42314-0003,2VSH42314-0003,"SEAL, LWR #1, COATE",PAOZZN,YES,NO,YES
2VSH42314-0004,2VSH42314-0004,"CTD SEAL,LWR #1,FLP",PAOZZN,YES,NO,YES
2VSH42314-0005,2VSH42314-0005,"CTD SEAL,LWR #1,FLP",PAOZZN,YES,NO,YES
2VSH42314AF006,2VSH42314AF006,"SEAL, LWR #1, COATE",PROOON,YES,YES,YES
2VSH42314AF009,2VSH42314AF009,"SEAL, LWR #1, COATE",PROOON,YES,YES,YES
2VSH42314AF010,2VSH42314AF010,"SEAL, LWR #1, COATE",PROOON,YES,YES,YES
2VSH42314AF011,2VSH42314AF011,"SEAL, LWR #1, COATE",PROOON,YES,YES,YES
2VSH42314PNR0004,2VSH42314PNR0004,"LABEL,PNR, LMA-PN00",XBOZZN,NO,NO,NO
2VSH42315-0003,2VSH42315-0003,"SEAL, COATING,LOWER",PAOZZN,YES,NO,YES
2VSH42315-0004,2VSH42315-0004,"COATED SEAL,LWR #2",PAOZZN,YES,NO,YES
2VSH42315-0005,2VSH42315-0005,"COATED SEAL,LWR #2",PAOZZN,YES,NO,YES
2VSH42315-0006,2VSH42315-0006,"COATED SEAL,LWR #2",PAOZZN,YES,NO,YES
2VSH42315AF006,2VSH42315AF006,"SEAL, COATING,LOWER",PROOON,YES,YES,YES
2VSH42315AF009,2VSH42315AF009,"SEAL, COATING,LOWER",PROOON,YES,YES,YES
2VSH42315AF010,2VSH42315AF010,"SEAL, COATING,LOWER",PROOON,YES,YES,YES
2VSH42315AF011,2VSH42315AF011,"SEAL, COATING,LOWER",PROOON,YES,YES,YES
2VSH42315PNR0004,2VSH42315PNR0004,"LABEL,PNR,LMA-PN008",XBOZZN,NO,NO,NO
2VSH42315TAF19,2VSH42315TAF19,"SEAL,COATING,LOWER",PROOON,YES,YES,YES
2VSH42317-0003,2VSH42317-0003,SEAL COATING UPPER,PAOZZN,YES,NO,YES
2VSH42317AF009,2VSH42317AF009,SEAL COATING UPPER,PRODDT,YES,YES,YES
2VSH42317AF011,2VSH42317AF011,SEAL COATING UPPER,PRODDT,YES,YES,YES
2VSH42318-0002,2VSH42318-0002,"MP3 SEAL,UPR #1C",PAOZZN,YES,NO,YES
2VSH42318-0003,2VSH42318-0003,"SEAL,UPR #1C,COATED",PAOZZN,YES,NO,YES
2VSH42318AF006,2VSH42318AF006,"MP3 SEAL,UPR #1C",PROOON,YES,YES,YES
2VSH42318AF009,2VSH42318AF009,"MP3 SEAL,UPR #1C",PROOON,YES,YES,YES
2VSH42318AF010,2VSH42318AF010,"MP3 SEAL,UPR #1C",PROOON,YES,YES,YES
2VSH42318AF011,2VSH42318AF011,"MP3 SEAL,UPR #1C",PROOON,YES,YES,YES
2VSH42319-0001,2VSH42319-0001,SEAL,PAOZZN,NO,NO,NO
2VSH42320-0001,2VSH42320-0001,SEAL,PAOZZN,NO,NO,NO
2VSH42321-0001,2VSH42321-0001,"CTD SEAL,LWR 2A,FLP",PAOZZN,YES,NO,YES
2VSH42321UID0001,2VSH42321UID0001,BAR CODE LABEL,KFOZZN,NO,NO,NO
2VSH42322-0001,2VSH42322-0001,"CTD SEAL,LWR 2B,FLP",PAOZZN,YES,NO,YES
2VSH42322UID0001,2VSH42322UID0001,BAR CODE LABEL,KFOZZN,NO,NO,NO
2VSH42323-0001,2VSH42323-0001,"CTD SEAL,LWR 2C,FLP",PAOZZN,YES,NO,YES
2VSH42323UID0001,2VSH42323UID0001,BAR CODE LABEL,KFOZZN,NO,NO,NO
2VSH42324-0001,2VSH42324-0001,"CTD SEAL,LWR 2D,FLP",PAOZZN,YES,NO,YES
2VSH42324UID0001,2VSH42324UID0001,BAR CODE LABEL,KFOZZN,NO,NO,NO
2VSH42401-0003,2VSH42401-0003,"SEAL, UPPER #1A - F",PAOZZN,NO,NO,YES
2VSH42401-0005,2VSH42401-0005,"SEAL,UPR #1A,FLAP,R",XBOZZN,NO,NO,NO
2VSH42402-0001,2VSH42402-0001,"SEAL, UPPER #2, FLA",PAOZZN,NO,NO,NO
2VSH42403-0001,2VSH42403-0001,"SEAL, UPPER #3, FLA",PAOZZN,NO,NO,NO
2VSH42403-0002,2VSH42403-0002,SEAL UPPER #3 LAYUP,PAOZZN,NO,NO,NO
2VSH42403-0003,2VSH42403-0003,"SEAL, UPR #3,FLP,RH",PAOZZN,NO,NO,YES
2VSH42403-0004,2VSH42403-0004,"SEAL, UPR #3,FLP,RH",PAOZZN,NO,NO,NO
2VSH42404-0001,2VSH42404-0001,"SEAL,LWR #1,FLP,RH",PAOZZN,NO,NO,NO
2VSH42404-0003,2VSH42404-0003,"SEAL,LWR #1,FLP,RH",PAOZZN,NO,NO,NO
2VSH42405-0003,2VSH42405-0003,"SEAL,LWR #2,RH,FLAP",PAOZZN,NO,NO,NO
2VSH42405-0004,2VSH42405-0004,SEAL LOWER #2 LAYUP,PAOZZN,NO,NO,NO
2VSH42405-0005,2VSH42405-0005,"SEAL,LWR #2, FLP,RH",PAOZZN,NO,NO,NO
2VSH42405-0006,2VSH42405-0006,"SEAL,LWR #2, FLP,RH",PAOZZN,NO,NO,YES
2VSH42405-0007,2VSH42405-0007,SEAL LAYUP,PAOZZN,NO,NO,NO
2VSH42407-0003,2VSH42407-0003,"SEAL, UPPER #1B - F",PAOZZN,NO,NO,NO
2VSH42408-0001,2VSH42408-0001,"SEAL,FLAP UPR #1C R",PAOZZN,NO,NO,NO
2VSH42409-0001,2VSH42409-0001,"SEAL,LWR #2A,FLP,RH",PAOZZN,NO,NO,YES
2VSH42409-0002,2VSH42409-0002,SEAL,PAOZZN,NO,NO,NO
2VSH42410-0001,2VSH42410-0001,"SEAL,LWR #2B,FLP,RH",PAOZZN,NO,NO,YES
2VSH42410-0002,2VSH42410-0002,SEAL,XBOZZN,NO,NO,NO
2VSH42411-0003,2VSH42411-0003,"SEAL, COATING,UPPER",PROZZN,YES,NO,YES
2VSH42411-0004,2VSH42411-0004,SEAL,PAOZZN,YES,NO,YES
2VSH42411AF006,2VSH42411AF006,SEAL,PROOON,YES,YES,YES
2VSH42411AF009,2VSH42411AF009,SEAL,PROOON,YES,YES,YES
2VSH42411AF010,2VSH42411AF010,SEAL,PROOON,YES,YES,YES
2VSH42411AF011,2VSH42411AF011,SEAL,PROOON,YES,YES,YES
2VSH42412-0002,2VSH42412-0002,"SEAL, COATING,UPPER",PAOZZN,YES,NO,YES
2VSH42412-0003,2VSH42412-0003,"SEAL, UPR #2, COATE",PAOZZN,YES,NO,YES
2VSH42412AF006,2VSH42412AF006,"SEAL, UPR #2, COATE",PROOON,YES,YES,YES
2VSH42412AF009,2VSH42412AF009,"SEAL, UPR #2, COATE",PROOON,YES,YES,YES
2VSH42412AF010,2VSH42412AF010,"SEAL, UPR #2, COATE",PROOON,YES,YES,YES
2VSH42412AF011,2VSH42412AF011,"SEAL, UPR #2, COATE",PROOON,YES,YES,YES
2VSH42413-0002,2VSH42413-0002,"COATED SEAL,UPPR #3",PAOZZN,YES,NO,YES
2VSH42413-0003,2VSH42413-0003,"COATED SEAL,UPPR #3",PAOZZN,YES,NO,YES
2VSH42413-0004,2VSH42413-0004,"COATED SEAL,UPPR #3",PROZZN,YES,NO,YES
2VSH42413-0005,2VSH42413-0005,"COATED SEAL,UPPR #3",PAOZZN,YES,NO,YES
2VSH42413AF006,2VSH42413AF006,"MP3 SEAL,UPR #3,RH",PROOON,YES,YES,YES
2VSH42413AF009,2VSH42413AF009,"MP3 SEAL,UPR #3,RH",PROOON,YES,YES,YES
2VSH42413AF010,2VSH42413AF010,"MP3 SEAL,UPR #3,RH",PROOON,YES,YES,YES
2VSH42413AF011,2VSH42413AF011,"MP3 SEAL,UPR #3,RH",PROOON,YES,YES,YES
2VSH42414-0002,2VSH42414-0002,"SEAL, COATING, LWR",PAOZZN,YES,NO,YES
2VSH42414-0003,2VSH42414-0003,"SEAL, LWR #1, COATE",PROZZN,YES,NO,YES
2VSH42414-0004,2VSH42414-0004,"CTD SEAL,LWR #1,FLP",PAOZZN,YES,NO,YES
2VSH42414-0005,2VSH42414-0005,"CTD SEAL,LWR #1,FLP",PAOOAP,YES,YES,YES
2VSH42414AF009,2VSH42414AF009,"SEAL, LWR #1, COATE",PROOON,YES,YES,YES
2VSH42414AF010,2VSH42414AF010,"SEAL, LWR #1, COATE",PROOON,YES,YES,YES
2VSH42414AF011,2VSH42414AF011,"SEAL, LWR #1, COATE",PROOON,YES,YES,YES
2VSH42414PNR0004,2VSH42414PNR0004,"SEAL, LWR #1, COATE",PAOZZN,NO,NO,NO
2VSH42414PNR0005,2VSH42414PNR0005,"LABEL,PNR,LMA-PN008",XBOZZN,NO,NO,NO
2VSH42415-0003,2VSH42415-0003,"COATED SEAL,LWR #2",PAOZZN,YES,NO,YES
2VSH42415-0004,2VSH42415-0004,"COATED SEAL,LWR #2",PAOZZN,YES,NO,YES
2VSH42415-0005,2VSH42415-0005,"COATED SEAL,LWR #2",PROZZN,YES,NO,YES
2VSH42415-0006,2VSH42415-0006,"COATED SEAL,LWR #2",PAOZZN,YES,NO,YES
2VSH42415AF001,2VSH42415AF001,"COATED SEAL,LWR #2",PROZZN,YES,NO,YES
2VSH42415AF002,2VSH42415AF002,"COATED SEAL,LWR #2",PROZZN,YES,NO,YES
2VSH42415AF004,2VSH42415AF004,"COATED SEAL,LWR #2",PROOON,YES,YES,YES
2VSH42415AF006,2VSH42415AF006,"MP3 SEAL,LWR #2,RH",PROOON,YES,YES,YES
2VSH42415AF009,2VSH42415AF009,"MP3 SEAL,LWR #2,RH",PROOON,YES,YES,YES
2VSH42415AF010,2VSH42415AF010,"MP3 SEAL,LWR #2,RH",PROOON,YES,YES,YES
2VSH42415AF011,2VSH42415AF011,"SEAL, LWR #2, COATE",PROOON,YES,YES,YES
2VSH42415PNR0004,2VSH42415PNR0004,"LABEL,PNR,LMA-PN008",XBOZZN,NO,NO,NO
2VSH42417-0003,2VSH42417-0003,"SEAL,FLAP,R UPR #1B",PAOZZN,YES,NO,YES
2VSH42417AF004,2VSH42417AF004,"SEAL,FLAP,R UPR #1B",PROOON,YES,YES,YES
2VSH42417AF006,2VSH42417AF006,SEAL COATING UPPER,PROOON,YES,YES,YES
2VSH42417AF008,2VSH42417AF008,"SEAL, UPPER #1B - F",PROZAN,NO,NO,NO
2VSH42417AF009,2VSH42417AF009,SEAL COATING UPPER,PROOON,YES,YES,YES
2VSH42417AF010,2VSH42417AF010,"SEAL, UPPER #1B - F",PROOON,YES,YES,YES
2VSH42417AF011,2VSH42417AF011,SEAL COATING UPPER,PROOON,YES,YES,YES
2VSH42418-0002,2VSH42418-0002,SEAL COATING UPPER,PAOZZN,YES,NO,YES
2VSH42418-0003,2VSH42418-0003,"SEAL,UPR #1C,COATED",PAOZZN,YES,NO,YES
2VSH42418AF006,2VSH42418AF006,"SEAL, UPR #1C, COAT",PROOON,YES,YES,YES
2VSH42418AF009,2VSH42418AF009,"SEAL, UPR #1C, COAT",PROOON,YES,YES,YES
2VSH42418AF010,2VSH42418AF010,"SEAL, UPR #1C, COAT",PROOON,YES,YES,YES
2VSH42418AF011,2VSH42418AF011,"SEAL, UPR #1C, COAT",PROOON,YES,YES,YES
2VSH42419-0001,2VSH42419-0001,"CTD SEAL,LWR 2A,FLP",PAOZZN,YES,NO,YES
2VSH42419UID0001,2VSH42419UID0001,BAR CODE LABEL,KFOZZN,NO,NO,NO
2VSH42420-0001,2VSH42420-0001,"CTD SEAL,LWR 2B,FLP",PAOZZN,YES,NO,YES
2VSH42420UID0001,2VSH42420UID0001,BAR CODE LABEL,KFOZZN,NO,NO,NO
2VSH42700-0001,2VSH42700-0001,"FIT-CHECK,BLADE SEA",XBOZZN,NO,NO,NO
2VSH42800-0001,2VSH42800-0001,"FIT-CHECK,BLADE SEA",XBOZZN,NO,NO,NO
2VSH43101-0001,2VSH43101-0001,"BOND ASSY,HT LE,LH",PAOODT,YES,YES,YES
2VSH43101-7001,2VSH43101-7001,"BOND ASSY,HT LE,LH",PAOODT,YES,YES,YES
2VSH43102-0001,2VSH43102-0001,"BOND ASSY,HT LE,RH",PAOODT,YES,YES,YES
2VSH43102-7001,2VSH43102-7001,BOND ASSY,PAOODT,YES,YES,YES
2VSH43111-0001,2VSH43111-0001,CORE BOND ASSY - LE,XBOZZN,NO,NO,NO
2VSH43111-0002,2VSH43111-0002,CORE BLOCK BOND ASY,XBOZZN,NO,NO,NO
2VSH43111-0003,2VSH43111-0003,CORE BOND ASSY,XBOZZN,NO,NO,NO
2VSH43111-0004,2VSH43111-0004,CORE BLOCK BOND ASY,XBOZZN,NO,NO,NO
2VSH43112-0001,2VSH43112-0001,CORE BOND ASSY - LE,XBOZZN,NO,NO,NO
2VSH43112-0002,2VSH43112-0002,CORE BOND ASSY,XBOZZN,NO,NO,NO
2VSH43201-0001,2VSH43201-0001,"EDGE BOND ASSY, IB",PAOODT,YES,YES,YES
2VSH43201-7001,2VSH43201-7001,BOND ASSY,PAOODT,YES,YES,YES
2VSH43202-0001,2VSH43202-0001,"EDGE BOND ASSY, IB",PAOODT,YES,YES,YES
2VSH43202-7001,2VSH43202-7001,BOND ASSY,PAOODT,YES,YES,YES
2VSH43202T0001,2VSH43202T0001,"EDGE BOND ASSY,IB",PROODT,YES,YES,YES
2VSH43213-0001,2VSH43213-0001,"BOND ASSY CORE, HT,",XBOZZN,NO,NO,NO
2VSH43213-0002,2VSH43213-0002,BOND ASSY CORE BLOC,XBOZZN,NO,NO,NO
2VSH43213-0003,2VSH43213-0003,BOND ASSY CORE BLOC,XBOZZN,NO,NO,NO
2VSH43214-0001,2VSH43214-0001,"BOND ASSY CORE, HT,",XBOZZN,NO,NO,NO
2VSH43301-0001,2VSH43301-0001,"BOND ASSY,HTTE,LH",PAOODT,YES,YES,YES
2VSH43301-0004,2VSH43301-0004,"BOND ASSY,HTTE,LH",PAOODT,YES,YES,YES
2VSH43301-0005,2VSH43301-0005,BOND ASSY,PAODDT,YES,YES,YES
2VSH43301-0006,2VSH43301-0006,BOND ASSY,PAODDT,YES,YES,YES
2VSH43301-0007,2VSH43301-0007,BOND ASSY,PAODDT,YES,YES,YES
2VSH43301-0008,2VSH43301-0008,BOND ASSY,PAODDT,YES,YES,YES
2VSH43301-7007,2VSH43301-7007,"BOND ASSY,HTTE,LH",PAOODT,YES,YES,YES
2VSH43301DH54010,2VSH43301DH54010,"BOND ASSY,HTTE,LH",PROODT,YES,YES,YES
2VSH43301TAF29,2VSH43301TAF29,"BOND ASSY,HTTE,LH",PROODT,YES,YES,YES
2VSH43301TAF30,2VSH43301TAF30,"BOND ASSY,HTTE,LH",PROODT,YES,YES,YES
2VSH43301TAF31,2VSH43301TAF31,"BOND ASSY,HTTE,LH",PROODT,YES,YES,YES
2VSH43301TAF32,2VSH43301TAF32,"BOND ASSY,HTTE,LH",PROODT,YES,YES,YES
2VSH43301TAF33,2VSH43301TAF33,"BOND ASSY,HTTE,LH",PROODT,YES,YES,YES
2VSH43301TAF35,2VSH43301TAF35,"BOND ASSY,HTTE,LH",PROODT,YES,YES,YES
2VSH43301TAF39,2VSH43301TAF39,"BOND ASSY,HTTE,LH",PROODT,YES,YES,YES
2VSH43301TAF40,2VSH43301TAF40,"BOND ASSY,HTTE,LH",PROODT,YES,YES,YES
2VSH43301TAF41,2VSH43301TAF41,"BOND ASSY,HTTE,LH",PROODT,YES,YES,YES
2VSH43301TAF43,2VSH43301TAF43,"BOND ASSY,HTTE,LH",PROODT,YES,YES,YES
2VSH43301TAF44,2VSH43301TAF44,"BOND ASSY,HTTE,LH",PROODT,YES,YES,YES
2VSH43301TAF45,2VSH43301TAF45,"BOND ASSY,HTTE,LH",PROODT,YES,YES,YES
2VSH43302-0001,2VSH43302-0001,"BOND ASSY,HTTE,RH",PAOODT,YES,YES,YES
2VSH43302-0002,2VSH43302-0002,"BOND ASSY,HTTE,RH",PAOODT,YES,YES,YES
2VSH43302-0003,2VSH43302-0003,BOND ASSY,PAOODT,YES,YES,YES
2VSH43302-0004,2VSH43302-0004,BOND ASSY,PAOODT,YES,YES,YES
2VSH43302-0005,2VSH43302-0005,BOND ASSY,PAOODT,YES,YES,YES
2VSH43302-0006,2VSH43302-0006,BOND ASSY,PAOODT,YES,YES,YES
2VSH43302-7005,2VSH43302-7005,"BOND ASSY,HTTE, RH",PAOODT,YES,YES,YES
2VSH43302DH54010,2VSH43302DH54010,"BOND ASSY,HTTE, RH",PROODT,YES,YES,YES
2VSH43302DH54010A,2VSH43302DH54010A,"BOND ASSY,HTTE, RH",PROODT,YES,YES,YES
2VSH43302TAF28,2VSH43302TAF28,"BOND ASSY,HTTE, RH",PROODT,YES,YES,YES
2VSH43302TAF29,2VSH43302TAF29,"BOND ASSY,HTTE, RH",PROODT,YES,YES,YES
2VSH43302TAF30,2VSH43302TAF30,"BOND ASSY,HTTE, RH",PROODT,YES,YES,YES
2VSH43302TAF31,2VSH43302TAF31,"BOND ASSY,HTTE, RH",PROODT,YES,YES,YES
2VSH43302TAF33,2VSH43302TAF33,"BOND ASSY,HTTE, RH",PROODT,YES,YES,YES
2VSH43302TAF35,2VSH43302TAF35,"BOND ASSY,HTTE,RH",PROODT,YES,YES,YES
2VSH43302TAF36,2VSH43302TAF36,"BOND ASSY,HTTE, RH",PROODT,YES,YES,YES
