JSF P/N,MFR P/N,NOMENCLATURE,SMR,EEL,TURN-IN,SERIALZED
2VSH43302TAF37,2VSH43302TAF37,"BOND ASSY,HTTE,RH",PROODT,YES,YES,YES
2VSH43302TAF38,2VSH43302TAF38,"BOND ASSY,HTTE, RH",PROODT,YES,YES,YES
2VSH43302TAF39,2VSH43302TAF39,"BOND ASSY,HTTE,RH",PROODT,YES,YES,YES
2VSH43302TAF40,2VSH43302TAF40,"BOND ASSY,HTTE,RH",PROODT,YES,YES,YES
2VSH43302TAF41,2VSH43302TAF41,"BOND ASSY,HTTE,RH",PROODT,YES,YES,YES
2VSH43302TAF42,2VSH43302TAF42,"BOND ASSY,HTTE,RH",PROODT,YES,YES,YES
2VSH43302TAF43,2VSH43302TAF43,"BOND ASSY,HTTE,RH",PROODT,YES,YES,YES
2VSH43302TAF44,2VSH43302TAF44,"BOND ASSY,HTTE,RH",PROODT,YES,YES,YES
2VSH43302TAF45,2VSH43302TAF45,"BOND ASSY,HTTE,RH",PROODT,YES,YES,YES
2VSH43303-0001,2VSH43303-0001,"CORE,TE ASSEMBLY",XBOZZN,NO,NO,NO
2VSH43303-0002,2VSH43303-0002,"ASSEMBLY, CORE BLOC",XBOZZN,NO,NO,NO
2VSH43303-0003,2VSH43303-0003,CORE BLOCK ASSEMBLY,XBOZZN,NO,NO,NO
2VSH43304-0001,2VSH43304-0001,"CORE,TE ASSEMBLY",XBOZZN,NO,NO,NO
2VSH43304-0002,2VSH43304-0002,"ASSEMBLY, CORE BLOC",XBOZZN,NO,NO,NO
2VSH43304-0003,2VSH43304-0003,CORE BLOCK ASSEMBLY,XBOZZN,NO,NO,NO
2VSH43311-0001,2VSH43311-0001,"CLOSEOUT, OB, TE -",XBOZZN,NO,NO,NO
2VSH43312-0001,2VSH43312-0001,"CLOSEOUT, OB, TE -",XBOZZN,NO,NO,NO
2VSH43313-0003,2VSH43313-0003,"SKIN,LAYUP-HTTE,LH",PAOZZN,NO,NO,NO
2VSH43313-0004,2VSH43313-0004,"SKIN,LAYUP-HTTE,RH",PAOZZN,NO,NO,NO
2VSH43314-0003,2VSH43314-0003,"SKIN,LAYUP-HTTE,RH",PAOZZN,NO,NO,NO
2VSH43314-0004,2VSH43314-0004,"SKIN,LAYUP-HTTE,RH",PAOZZN,NO,NO,NO
2VSH43315-0001,2VSH43315-0001,"SPAR, TE - HT, LH",XBOZZN,NO,NO,NO
2VSH43315-0003,2VSH43315-0003,"SPAR, HT TE, LH",XBOZZN,NO,NO,NO
2VSH43315-0004,2VSH43315-0004,"SPAR, HT TE, LH",XBOZZN,NO,NO,NO
2VSH43315-0005,2VSH43315-0005,SPAR LAYUP,XBOZZN,NO,NO,NO
2VSH43315-0006,2VSH43315-0006,SPAR,XBOZZN,NO,NO,NO
2VSH43316-0001,2VSH43316-0001,"SPAR, TE - HT, RH",XBOZZN,NO,NO,NO
2VSH43316-0003,2VSH43316-0003,"SPAR, HT TE, RH",XBOZZN,NO,NO,NO
2VSH43316-0004,2VSH43316-0004,"SPAR, HT TE, RH",XBOZZN,NO,NO,NO
2VSH43316-0005,2VSH43316-0005,SPAR LAYUP,XBOZZN,NO,NO,NO
2VSH43316-0006,2VSH43316-0006,SPAR,XBOZZN,NO,NO,NO
2VSH43317-0001,2VSH43317-0001,"COATING, TE - HORIZ",PAOODT,NO,YES,YES
2VSH43318-0001,2VSH43318-0001,"COATING, TE - HORIZ",PAOODT,YES,YES,YES
2VSH43401-0001,2VSH43401-0001,"SEAL,UPR #1,HT LH",PAOZZN,NO,NO,NO
2VSH43401-0002,2VSH43401-0002,BLADE SEAL UP #1 HT,PAOZZN,NO,NO,NO
2VSH43402-0001,2VSH43402-0001,"SEAL,UPR #1,HT RH",PAOZZN,NO,NO,NO
2VSH43402-0002,2VSH43402-0002,BLADE SEAL UP #1 HT,PAOZZN,NO,NO,NO
2VSH43403-0001,2VSH43403-0001,"SEAL, LOWER,HT LH",XBOZZN,NO,NO,YES
2VSH43403-0002,2VSH43403-0002,BLADE SEAL LOWER HT,XBOZZN,NO,NO,NO
2VSH43403-0005,2VSH43403-0005,"SEAL, LOWER,HT LH",PAOOAP,NO,YES,NO
2VSH43403-0006,2VSH43403-0006,"SEAL, LWR, LAYUP-HT",XBOZZN,NO,NO,NO
2VSH43403-0007,2VSH43403-0007,SEAL INSTL,PAOOAP,NO,YES,NO
2VSH43404-0001,2VSH43404-0001,"BLADE SEAL, LOWER -",PAOZZN,NO,NO,YES
2VSH43404-0002,2VSH43404-0002,BLADE SEAL LOWER HT,XBOZZN,NO,NO,NO
2VSH43404-0005,2VSH43404-0005,"BLADE SEAL, LOWER -",PAOZZN,NO,NO,NO
2VSH43404-0006,2VSH43404-0006,"SEAL, LWR, LAYUP-HT",XBOZZN,NO,NO,NO
2VSH43404-0007,2VSH43404-0007,SEAL INSTL,PAOZZN,NO,NO,NO
2VSH43405-0001,2VSH43405-0001,"BULLNOSE,UPR,HT,LH",PAOOAP,YES,YES,YES
2VSH43405-0002,2VSH43405-0002,"LAY,BULLNOSE,UPP,HT",XBOZZN,NO,NO,YES
2VSH43405-0003,2VSH43405-0003,"BULLNOSE,UPR,HT,LH",PAOZZN,NO,NO,YES
2VSH43405-0005,2VSH43405-0005,"BULLNOSE,UPR,HT,LH",PAOOAP,YES,YES,YES
2VSH43406-0001,2VSH43406-0001,"BULLNOSE, UPPER - H",PAOOAP,YES,YES,YES
2VSH43406-0002,2VSH43406-0002,BULLNOSE UPPER HT R,XBOZZN,NO,NO,YES
2VSH43406-0003,2VSH43406-0003,BULLNOSE UPPER HT R,PAOZZN,NO,NO,YES
2VSH43406-0005,2VSH43406-0005,BULLNOSE UPPER HT R,PAOOAP,YES,YES,YES
2VSH43407-0001,2VSH43407-0001,"BULLNOSE,LWR HT LH",PAOOAP,YES,YES,YES
2VSH43407-0002,2VSH43407-0002,"LAY,BULLNOSE,LWR,HT",PAOZZN,NO,NO,NO
2VSH43407-0003,2VSH43407-0003,"BULLNOSE,LWR HT LH",PAOZZN,NO,NO,YES
2VSH43407-0005,2VSH43407-0005,"BULLNOSE,LWR HT LH",PAOOAP,YES,YES,YES
2VSH43407-0007,2VSH43407-0007,"BULLNOSE,LWR HT LH",PAOOAP,YES,YES,YES
2VSH43408-0001,2VSH43408-0001,"BULLNOSE,LWR HT RH",PAOOAP,YES,YES,YES
2VSH43408-0002,2VSH43408-0002,BULLNOSE LOWER HT R,PAOZZN,NO,NO,NO
2VSH43408-0003,2VSH43408-0003,"BULLNOSE,LWR HT RH",PAOZZN,YES,NO,YES
2VSH43408-0005,2VSH43408-0005,"BULLNOSE,LWR HT RH",PAOOAP,YES,YES,YES
2VSH43408-0007,2VSH43408-0007,"BULLNOSE,LWR HT RH",PAOOAP,YES,YES,YES
2VSH43409-0001,2VSH43409-0001,"BLADE SEAL, UPR #2",PAOZZN,NO,NO,YES
2VSH43409-0002,2VSH43409-0002,"SEAL LAYUP, UPR #2",XBOZZN,NO,NO,NO
2VSH43409-0003,2VSH43409-0003,"BLADE SEAL, UPR #2",PAOZZN,NO,NO,NO
2VSH43410-0001,2VSH43410-0001,"BLADE SEAL, UPR #2",PAOZZN,NO,NO,YES
2VSH43410-0002,2VSH43410-0002,"SEAL LAYUP, UPR #2",PAOZZN,NO,NO,NO
2VSH43410-0003,2VSH43410-0003,"BLADE SEAL, UPR #2",PAOZZN,NO,NO,NO
2VSH43410-0004,2VSH43410-0004,"SEAL LAYUP, UPR #2",PAOZZN,NO,NO,NO
2VSH43411-0001,2VSH43411-0001,"BLADE SEAL, UPR #3",PAOZZN,NO,NO,YES
2VSH43411-0002,2VSH43411-0002,"SEAL LAYUP, UPR #3",XBOZZN,NO,NO,NO
2VSH43411-0003,2VSH43411-0003,"BLADE SEAL, UPR #3",XBOZZN,NO,NO,NO
2VSH43411-0005,2VSH43411-0005,"SEAL, UPR #3 HT LH",XBOZZN,NO,NO,NO
2VSH43412-0001,2VSH43412-0001,"BLADE SEAL, UPR #3",PAOZZN,NO,NO,YES
2VSH43412-0002,2VSH43412-0002,"SEAL LAYUP, UPR #3",XBOZZN,NO,NO,NO
2VSH43412-0003,2VSH43412-0003,"BLADE SEAL, UPR #3",XBOZZN,NO,NO,NO
2VSH43412-0005,2VSH43412-0005,"SEAL, UPR #3",XBOZZN,NO,NO,NO
2VSH43413-0001,2VSH43413-0001,"BLADE SEAL, UPR #4",PAOZZN,NO,NO,YES
2VSH43413-0002,2VSH43413-0002,"SEAL LAYUP, UPR #4",XBOZZN,NO,NO,NO
2VSH43413-0003,2VSH43413-0003,"BLADE SEAL, UPR #4",PAOZZN,NO,NO,NO
2VSH43414-0001,2VSH43414-0001,"BLADE SEAL, UPR #4",PAOZZN,NO,NO,YES
2VSH43414-0002,2VSH43414-0002,"SEAL LAYUP, UPR #4",XBOZZN,NO,NO,NO
2VSH43414-0003,2VSH43414-0003,"BLADE SEAL, UPR #4",PAOZZN,NO,NO,NO
2VSH43501-0001,2VSH43501-0001,"SEAL, COATING, UPPE",PROZZN,YES,NO,YES
2VSH43501-0002,2VSH43501-0002,"SEAL,UPR #1,COATED",PAOZZN,YES,NO,YES
2VSH43501AF006,2VSH43501AF006,"SEAL, UPR #1, *MP3*",PROOON,YES,YES,YES
2VSH43501AF009,2VSH43501AF009,"SEAL, UPR #1, COATE",PROOON,YES,YES,YES
2VSH43502-0001,2VSH43502-0001,"SEAL, COATING, UPPE",PROZZN,YES,NO,YES
2VSH43502-0002,2VSH43502-0002,"SEAL, UPR #1, COATE",PAOZZN,YES,NO,YES
2VSH43502AF006,2VSH43502AF006,"SEAL, UPR #1, *MP3*",PROOON,YES,YES,YES
2VSH43502AF009,2VSH43502AF009,"SEAL, UPR #1, COATE",PROOON,YES,YES,YES
2VSH43503-0001,2VSH43503-0001,"MP3 SEAL,LWR HT, LH",PROZZN,YES,NO,YES
2VSH43503-0002,2VSH43503-0002,"MP3 SEAL,LWR HT, LH",PAOZZN,YES,NO,YES
2VSH43503-0003,2VSH43503-0003,"MP3 SEAL,LWR HT, LH",PROZZN,YES,NO,YES
2VSH43503-0004,2VSH43503-0004,LWR COATING HT L,PAOZZN,YES,NO,YES
2VSH43503AF006,2VSH43503AF006,"MP3 SEAL,LWR HT,LH",PROOON,YES,YES,YES
2VSH43503AF009,2VSH43503AF009,"MP3 SEAL,LWR HT, LH",PROOON,YES,YES,YES
2VSH43504-0001,2VSH43504-0001,"SEAL, COATING, LOWE",PROZZN,YES,NO,YES
2VSH43504-0002,2VSH43504-0002,LWR COATING HT R,PAOZZN,YES,NO,YES
2VSH43504-0003,2VSH43504-0003,"SEAL, LWR, COATED-H",PAOZZN,YES,NO,YES
2VSH43504-0004,2VSH43504-0004,"SEAL, LWR, COATED-H",PAOZZN,YES,NO,YES
2VSH43504AF006,2VSH43504AF006,"SEAL, LWR, COATED-H",PROOON,YES,YES,YES
2VSH43504AF009,2VSH43504AF009,"SEAL, LWR, COATED-H",PROOON,YES,YES,YES
2VSH43509-0001,2VSH43509-0001,UPP COATING HT #2 L,PROZZN,YES,NO,YES
2VSH43509-0002,2VSH43509-0002,"SEAL,NONMETALLIC SP",PAOOAP,YES,YES,YES
2VSH43509AF006,2VSH43509AF006,UPP COATING HT #2 L,PROOON,YES,YES,YES
2VSH43509AF009,2VSH43509AF009,UPP COATING HT #2 L,PROOON,YES,YES,YES
2VSH43510-0001,2VSH43510-0001,UPP COATING HT #2 R,PROZZN,YES,NO,YES
2VSH43510-0002,2VSH43510-0002,"SEAL,NONMETALLIC SP",PAOZZN,YES,NO,YES
2VSH43510AF006,2VSH43510AF006,"SEAL, UPR #2 COATED",PROOON,YES,YES,YES
2VSH43510AF009,2VSH43510AF009,"SEAL, UPR #2 COATED",PROOON,YES,YES,YES
2VSH43511-0001,2VSH43511-0001,UPP COATING HT #3 L,PROZZN,YES,NO,YES
2VSH43511-0002,2VSH43511-0002,"SEAL,NONMETALLIC SP",PAOZZN,YES,NO,YES
2VSH43511-0003,2VSH43511-0003,"SEAL, UPR #3, COATE",PAOZZN,YES,NO,YES
2VSH43511AF006,2VSH43511AF006,"SEAL, UPR #3, COATE",PROOON,YES,YES,YES
2VSH43511AF009,2VSH43511AF009,"SEAL, UPR #3, COATE",PROOON,YES,YES,YES
2VSH43512-0001,2VSH43512-0001,UPP COATING HT #3 R,PROZZN,YES,NO,YES
2VSH43512-0002,2VSH43512-0002,"SEAL,NONMETALLIC SP",PAOZZN,YES,NO,YES
2VSH43512-0003,2VSH43512-0003,"SEAL, UPR #3, COATE",PAOZZN,YES,NO,YES
2VSH43512AF006,2VSH43512AF006,"SEAL, UPR #3, COATE",PROOON,YES,YES,YES
2VSH43512AF009,2VSH43512AF009,"SEAL, UPR #3, COATE",PROOON,YES,YES,YES
2VSH43513-0001,2VSH43513-0001,UPP COATING HT #4 L,PROZZN,YES,NO,YES
2VSH43513-0002,2VSH43513-0002,"SEAL,NONMETALLIC SP",PAOZZN,YES,NO,YES
2VSH43513AF006,2VSH43513AF006,"SEAL, UPR #4, COATE",PROOON,YES,YES,YES
2VSH43513AF009,2VSH43513AF009,"SEAL, UPR #4, COATE",PROOON,YES,YES,YES
2VSH43514-0001,2VSH43514-0001,"SEAL, COATING, UPPE",PROZZN,YES,NO,YES
2VSH43514-0002,2VSH43514-0002,"SEAL,NONMETALLIC SP",PAOZZN,YES,NO,YES
2VSH43514AF006,2VSH43514AF006,"SEAL, UPR #4, COATE",PROOON,YES,YES,YES
2VSH43514AF009,2VSH43514AF009,"SEAL, UPR #4, COATE",PROOON,YES,YES,YES
2VSH45005-0001,2VSH45005-0001,"COATING, LH - RUDDE",PROODT,YES,YES,YES
2VSH45005-0002,2VSH45005-0002,"COATING, RUDDER, FT",PAOODT,YES,YES,YES
2VSH45005-0003,2VSH45005-0003,"COATING FTI, RUDDER",PAOODT,YES,YES,YES
2VSH45005-0004,2VSH45005-0004,"RUDDER, COATED, LH",PROODT,YES,YES,YES
2VSH45005-0005,2VSH45005-0005,"RUDDER, COATED, LH",PAOODT,YES,YES,YES
2VSH45005-0006,2VSH45005-0006,COATED RUDDER,PROODT,YES,YES,YES
2VSH45005-0007,2VSH45005-0007,RUDDER,PROODT,YES,YES,YES
2VSH45005-0008,2VSH45005-0008,"COATED RUDDER, LH",PAOODT,YES,YES,YES
2VSH45005-0009,2VSH45005-0009,COATED RUDDER,PAOODT,YES,YES,YES
2VSH45005TAF13,2VSH45005TAF13,"RUDDER, COATED, LH",PRODDT,YES,YES,YES
2VSH45006-0001,2VSH45006-0001,"COATING, RH - RUDDE",PAODDT,YES,YES,YES
2VSH45006-0002,2VSH45006-0002,"COATING, RUDDER, FT",PAODDT,YES,YES,YES
2VSH45006-0003,2VSH45006-0003,"COATING FTI, RUDDER",PAODDT,YES,YES,YES
2VSH45006-0004,2VSH45006-0004,"RUDDER, COATED, RH",PRODDT,YES,YES,YES
2VSH45006-0006,2VSH45006-0006,COATED RUDDER,PRODDT,YES,YES,YES
2VSH45006-0007,2VSH45006-0007,RUDDER,PRODDT,YES,YES,YES
2VSH45006-0008,2VSH45006-0008,"COATED RUDDER, RH",PAODDT,YES,YES,YES
2VSH45006-0009,2VSH45006-0009,"COATED RUDDER, RH",PAODDT,YES,YES,YES
2VSH45101-0001,2VSH45101-0001,MECHANICAL ASSEMBLY,PAOODT,NO,YES,YES
2VSH45101-0002,2VSH45101-0002,"MECH ASSEMBLY FTI,",PAOODT,NO,YES,NO
2VSH45101-0003,2VSH45101-0003,"MECH ASSEMBLY FTI,",PAOODT,NO,YES,YES
2VSH45101-0005,2VSH45101-0005,"MECH ASSEMBLY FTI,",PAOODT,NO,YES,YES
2VSH45101-0006,2VSH45101-0006,MECHANICAL ASSY-RUD,PAOODT,NO,YES,YES
2VSH45101-0007,2VSH45101-0007,MECHANICAL ASSEMBLY,PAOODT,NO,YES,YES
2VSH45101-0008,2VSH45101-0008,MECHANICAL ASSEMBLY,PAOODT,NO,YES,NO
2VSH45101-0009,2VSH45101-0009,MECHANICAL ASSEMBLY,PAOODT,NO,YES,NO
2VSH45101U0005,2VSH45101U0005,"MECH ASSEMBLY FTI,",PROODT,NO,YES,YES
2VSH45102-0001,2VSH45102-0001,MECHANICAL ASSEMBLY,PAOODT,NO,YES,YES
2VSH45102-0002,2VSH45102-0002,"MECH ASSEMBLY FTI,",PAOODT,NO,YES,YES
2VSH45102-0003,2VSH45102-0003,"MECH ASSEMBLY FTI,",PAOODT,NO,YES,NO
2VSH45102-0005,2VSH45102-0005,MECHANICAL ASSEMBLY,PAOODT,NO,YES,YES
2VSH45102-0007,2VSH45102-0007,MECHANICAL ASSEMBLY,PAOODT,NO,YES,YES
2VSH45102-0008,2VSH45102-0008,MECHANICAL ASSEMBLY,PAOODT,NO,YES,NO
2VSH45102-0009,2VSH45102-0009,MECHANICAL ASSEMBLY,PAOODT,NO,YES,NO
2VSH45103-0001,2VSH45103-0001,"BOND ASSEMBLY, LH R",XBOZZN,NO,NO,NO
2VSH45103-0002,2VSH45103-0002,"BOND ASSEMBLY FTI,",XBOZZN,NO,NO,NO
2VSH45103-0003,2VSH45103-0003,BOND ASSEMBLY-RUDDE,XBOZZN,NO,NO,NO
2VSH45103-0005,2VSH45103-0005,BOND ASSEMBLY,XBOZZN,NO,NO,NO
2VSH45103-0006,2VSH45103-0006,BOND ASSEMBLY,XBOZZN,NO,NO,NO
2VSH45103-0007,2VSH45103-0007,BOND ASSEMBLY,XBOZZN,NO,NO,NO
2VSH45104-0001,2VSH45104-0001,"BOND ASSEMBLY, RH R",XBOZZN,NO,NO,NO
2VSH45104-0002,2VSH45104-0002,"BOND ASSEMBLY FTI,",XBOZZN,NO,NO,NO
2VSH45104-0003,2VSH45104-0003,BOND ASSEMBLY-RUDDE,XBOZZN,NO,NO,NO
2VSH45104-0005,2VSH45104-0005,BOND ASSEMBLY,XBOZZN,NO,NO,NO
2VSH45104-0006,2VSH45104-0006,BOND ASSEMBLY,XBOZZN,NO,NO,NO
2VSH45104-0007,2VSH45104-0007,BOND ASSEMBLY,XBOZZN,NO,NO,NO
2VSH45105-0001,2VSH45105-0001,"SKIN, RUDDER, RH",PAOZZN,NO,NO,NO
2VSH45105-0004,2VSH45105-0004,"SKIN FTI, RUDDER, R",XBOZZN,NO,NO,NO
2VSH45105-0006,2VSH45105-0006,SKIN,XBOZZN,NO,NO,NO
2VSH45106-0001,2VSH45106-0001,FTI COVER PLATE,PAOZZN,NO,NO,NO
2VSH45107-0001,2VSH45107-0001,"SKIN, RUDDER, LH",XBOZZN,NO,NO,NO
2VSH45107-0004,2VSH45107-0004,"SKIN FTI, RUDDER, L",XBOZZN,NO,NO,NO
2VSH45107-0006,2VSH45107-0006,SKIN,XBOZZN,NO,NO,NO
2VSH45113-0002,2VSH45113-0002,"ASSY, BOND, CORE BL",XBOZZN,NO,NO,NO
2VSH45113-0003,2VSH45113-0003,"BOND ASSEMBLY FTI,",XBOZZN,NO,NO,NO
2VSH45113-0004,2VSH45113-0004,"BOND ASSEMBLY FTI,",XBOZZN,NO,NO,NO
2VSH45113-0005,2VSH45113-0005,"ASSY, BOND, CORE BL",XBOZZN,NO,NO,NO
2VSH45113-0006,2VSH45113-0006,"BOND ASSY, CORE BLO",XBOZZN,NO,NO,NO
2VSH45113-0007,2VSH45113-0007,"BOND ASSY, CORE-RUD",XBOZZN,NO,NO,NO
2VSH45113-0008,2VSH45113-0008,"BOND ASSY, CORE-RUD",XBOZZN,NO,NO,NO
2VSH45113-0009,2VSH45113-0009,"BOND ASSY, CORE-RUD",XBOZZN,NO,NO,NO
2VSH45160-0001,2VSH45160-0001,WAVY CLIP,XBOZZN,NO,NO,NO
2VSH45191-0002,2VSH45191-0002,"WELD,SPAR ASSEMBLY",XBOZZN,NO,NO,NO
2VSH45191-0003,2VSH45191-0003,"SPAR-RUDDER, LH",XBOZZN,NO,NO,NO
2VSH45191-0004,2VSH45191-0004,SPAR,XBOZZN,NO,NO,NO
2VSH45191-0005,2VSH45191-0005,SPAR,XBOZZN,NO,NO,NO
2VSH45192-0002,2VSH45192-0002,"WELD,SPAR ASSEMBLY",XBOZZN,NO,NO,NO
2VSH45192-0003,2VSH45192-0003,"SPAR-RUDDER, RH",XBOZZN,NO,NO,NO
2VSH45192-0004,2VSH45192-0004,SPAR,XBOZZN,NO,NO,NO
2VSH45192-0005,2VSH45192-0005,SPAR,XBOZZN,NO,NO,NO
2VSH45205-0001,2VSH45205-0001,"SEAL #1, RH - RUDDE",PAOZZN,NO,NO,NO
2VSH45205-0002,2VSH45205-0002,"SEAL #1, LAYUP, RH",PAOZAN,NO,NO,NO
2VSH45207-0001,2VSH45207-0001,"SEAL #1, LH - RUDDE",PAOZZN,NO,NO,NO
2VSH45207-0002,2VSH45207-0002,"SEAL #1, LAYUP, LH",PAOZAN,NO,NO,NO
2VSH45211-0001,2VSH45211-0001,"SEAL #2 - RUDDER, R",PAOZZN,NO,NO,NO
2VSH45211-0002,2VSH45211-0002,"SEAL 2, LAYUP, RH -",PAOZAN,NO,NO,NO
2VSH45213-0001,2VSH45213-0001,"SEAL #2 - RUDDER, L",PAOZZN,NO,NO,NO
2VSH45213-0002,2VSH45213-0002,"SEAL 2, LAYUP, LH -",PAOZAN,NO,NO,NO
2VSH45215-0001,2VSH45215-0001,"SEAL #3 - RUDDER, R",PAOZZN,NO,NO,NO
2VSH45215-0002,2VSH45215-0002,"SEAL 3, LAYUP, RH -",PAOZAN,NO,NO,NO
2VSH45217-0001,2VSH45217-0001,"SEAL #3 - RUDDER, L",PAOZZN,NO,NO,NO
2VSH45217-0002,2VSH45217-0002,"SEAL 3, LAYUP, LH -",PAOZAN,NO,NO,NO
2VSH45219-0002,2VSH45219-0002,"SEAL, COATING, IB #",PAOZZN,YES,NO,YES
2VSH45219AF009,2VSH45219AF009,"SEAL, COATING, IB #",PROOON,YES,YES,YES
2VSH45220-0002,2VSH45220-0002,"SEAL, COATING, IB #",PAOZZN,YES,NO,YES
2VSH45220AF009,2VSH45220AF009,"SEAL, COATING, IB #",PROOON,YES,YES,YES
2VSH45221-0002,2VSH45221-0002,"SEAL, COATING, OB #",PAOZZN,YES,NO,YES
2VSH45221AF009,2VSH45221AF009,"SEAL, COATING, OB #",PROZZN,YES,NO,YES
2VSH45222-0002,2VSH45222-0002,"SEAL, COATING, OB #",PAOZZN,YES,NO,YES
2VSH45222AF009,2VSH45222AF009,"SEAL, COATING, OB #",PROZZN,YES,NO,YES
2VSH45223-0002,2VSH45223-0002,"SEAL, COATING, IB #",PAOZZN,YES,NO,YES
2VSH45223AF009,2VSH45223AF009,"SEAL, COATING, IB #",PROOON,YES,YES,YES
2VSH45224-0002,2VSH45224-0002,"SEAL, COATING, IB #",PAOZZN,YES,NO,YES
2VSH45224AF009,2VSH45224AF009,"SEAL, COATING, IB #",PROOON,YES,YES,YES
2VSH45225-0002,2VSH45225-0002,"SEAL, COATING, OB #",PAOZZN,YES,NO,YES
2VSH45225-0003,2VSH45225-0003,"SEAL #2, OB, COATED",PAOZZN,YES,NO,YES
2VSH45225AF009,2VSH45225AF009,"SEAL #2, OB, COATED",PROZZN,YES,NO,YES
2VSH45226-0002,2VSH45226-0002,"SEAL, COATING, OB #",PAOZZN,YES,NO,YES
2VSH45226-0003,2VSH45226-0003,"SEAL #2, OB, COATED",PAOZZN,YES,NO,YES
2VSH45226AF009,2VSH45226AF009,"SEAL #2, OB, COATED",PROZZN,YES,NO,YES
2VSH45227-0002,2VSH45227-0002,"SEAL, COATING, IB #",PAOZZN,YES,NO,YES
2VSH45227AF009,2VSH45227AF009,"SEAL, COATING, IB #",PROOON,YES,YES,YES
2VSH45228-0002,2VSH45228-0002,"SEAL, COATING, IB #",PAOZZN,YES,NO,YES
2VSH45228AF009,2VSH45228AF009,"SEAL, COATING, IB #",PROOON,YES,YES,YES
2VSH45229-0002,2VSH45229-0002,"SEAL,NONMETALLIC SP",PAOZZN,YES,NO,YES
2VSH45229AF009,2VSH45229AF009,"SEAL, COATING, OB #",PROZZN,YES,NO,YES
2VSH45230-0002,2VSH45230-0002,"SEAL, COATING, OB #",PAOZZN,YES,NO,YES
2VSH45230AF009,2VSH45230AF009,"SEAL, COATING, OB #",PROZZN,YES,NO,YES
2VSH46011-0001,2VSH46011-0001,"BLOCKER ASSY,UPR-EN",PAODDT,NO,YES,NO
2VSH46012-0001,2VSH46012-0001,"BLOCKER ASSY,UPR,-E",PAODDT,NO,YES,NO
2VSH46013-0001,2VSH46013-0001,"BLOCKER ASSY,LWR-EN",PAODDT,NO,YES,NO
2VSH46014-0001,2VSH46014-0001,"BLOCKER ASSY,LWR-EN",PAODDT,NO,YES,NO
2VSH46108-0001,2VSH46108-0001,"BLOCKER ASSY,LWR,CE",XBODDT,NO,YES,NO
2VSH46109-0003,2VSH46109-0003,"SEAL, LOWER-ENG CAV",XBOZZN,NO,NO,NO
2VSH46109-0004,2VSH46109-0004,NOZZLE SEAL,XBOZZN,NO,NO,NO
2VSH46110-0001,2VSH46110-0001,"BLOCKER SEAL,LWR,CT",XBOZAN,NO,NO,NO
2VSH46111-0001,2VSH46111-0001,"BLOCKER SEAL, UPPER",XBOZAN,NO,NO,NO
2VSH46112-0001,2VSH46112-0001,"BLOCKER SEAL, UPPER",XBOZAN,NO,NO,NO
2VSH46113-0003,2VSH46113-0003,"SEAL, UPPER-ENG CAV",XBOZZN,NO,NO,NO
2VSH46114-0001,2VSH46114-0001,"SEAL, UPPER-ENG CAV",XBOZZN,NO,NO,NO
2VSH46114-0003,2VSH46114-0003,"SEAL, UPPER-ENG CAV",XBOZZN,NO,NO,NO
2VSH46115-0001,2VSH46115-0001,"BLOCKER SEAL, LOWER",XBOZAN,NO,NO,NO
2VSH46116-0001,2VSH46116-0001,"BLOCKER SEAL, LOWER",XBOZAN,NO,NO,NO
2VSH46117-0001,2VSH46117-0001,"SEAL, LOWER-ENG CAV",XBOZZN,NO,NO,NO
2VSH46117-0003,2VSH46117-0003,"SEAL, LOWER-ENG CAV",XBOZZN,NO,NO,NO
2VSH46118-0002,2VSH46118-0002,"LAYUP, BLADE SEAL,",XBOZZN,NO,NO,NO
2VSH46118-0003,2VSH46118-0003,"SEAL, LOWER-ENG CAV",XBOZZN,NO,NO,NO
2VSH46118-0004,2VSH46118-0004,NOZZLE SEAL,XBOZZN,NO,NO,NO
2VSH46118-0005,2VSH46118-0005,"NOZZLE SEAL ASSY, L",XBOZZN,NO,NO,NO
2VSH48003-0001,2VSH48003-0001,"DUCT ASSY,IPP EXH",PAODDT,NO,YES,YES
2VSH48003-0002,2VSH48003-0002,DUCT ASSY,PAODDT,NO,YES,YES
2VSH48010-0001,2VSH48010-0001,"EXHAUST SCREEN, COA",PAOODT,YES,YES,YES
2VSH48010-0002,2VSH48010-0002,"EXH SCREEN,CTD IPP",PAOODT,YES,YES,YES
2VSH48010-0101,2VSH48010-0101,"FILLER #1, EXHAUST",XBOZAN,NO,NO,NO
2VSH48010-0102,2VSH48010-0102,"FILLER #2, EXHAUST",XBOZAN,NO,NO,NO
2VSH48010-0103,2VSH48010-0103,FINISH DETAIL #1,PAOZZN,NO,NO,NO
2VSH48010-0104,2VSH48010-0104,FINISH DETAIL #2,PAOZAN,NO,NO,NO
2VSH48010AF009,2VSH48010AF009,"EXHAUST SCREEN, COA",PRODDT,YES,YES,YES
2VSH48010TAF21,2VSH48010TAF21,"EXH SCREEN,CTD IPP",PRODDT,YES,YES,YES
2VSH48010TAF22,2VSH48010TAF22,"EXH SCREEN,CTD IPP",PRODDT,YES,YES,YES
2VSH48010TAF23,2VSH48010TAF23,"EXH SCREEN,CTD IPP",PRODDT,YES,YES,YES
